发送日期,发送时间,发送年份,时间位置,出现时间秒,弹幕内容,用户ID,弹幕颜色,颜色代码,弹幕模式,字体大小,弹幕长度
2024/10/29,22:50:10,2024,2:17,137.39,5,9d53b135...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,19:21:07,2024,2:17,137.56,5,5dcefd13...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,19:14:41,2024,2:13,133.37,5,ef38cdff...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,17:50:42,2024,2:12,132.67,5,30369b33...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:56:39,2024,2:14,134.84,5,12ee7964...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:54:38,2024,2:15,135,5,8796dd6b...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:44:45,2024,2:12,132.67,5,605a2abd...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:39:34,2024,2:15,135.94,5,e7ec6097...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:34:35,2024,2:13,133.78,5,da9faca3...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,12:10:02,2024,9:13,553.59,自己流没流血不知道么？,a3401283...,白色,#FFFFFF,滚动弹幕,正常,11
2024/10/29,11:18:22,2024,2:14,134.97,5,14903014...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,10:38:40,2024,2:16,136.23,5,318f747f...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,10:32:57,2024,2:12,132.67,5,b29e277b...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,9:52:05,2024,7:12,432.51,这何尝不是一种粉刺,df56843e...,白色,#FFFFFF,滚动弹幕,正常,9
2024/10/29,9:31:05,2024,2:17,137.35,5,ffd34e11...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,9:08:41,2024,2:15,135.87,5,1f39dbbb...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,8:40:37,2024,2:02,122.98,现在打工的我也是这样，谢谢,7e9c40b7...,白色,#FFFFFF,滚动弹幕,正常,13
2024/10/29,8:38:56,2024,2:17,137.22,5,ce4d62b6...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,8:07:24,2024,2:12,132.67,5,f07698bd...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,6:10:46,2024,2:12,132.67,5,34e6b3e8...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/29,0:21:54,2024,2:15,135,5,7a014cfe...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,23:41:06,2024,2:16,136.27,5,eebd2104...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,23:29:21,2024,2:15,135.65,5,f3cfb2c9...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,23:20:56,2024,2:17,137,5,b90f137e...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:51:05,2024,2:16,136.93,5,c363258a...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:20:41,2024,2:17,137.63,5,c818f671...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:14:21,2024,2:17,137.24,5,a8cbdef6...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:04:57,2024,2:16,136.5,5,44a4ecd5...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:03:13,2024,2:12,132.67,5,3958f20f...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,22:02:19,2024,5:05,305.15,哟呵,a8da6d58...,白色,#FFFFFF,顶部弹幕,正常,2
2024/10/28,21:40:07,2024,2:13,133.46,5,5c30f44d...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,21:29:44,2024,2:17,137.57,5,140fcd25...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/28,15:42:27,2024,7:10,430.44,看透皇帝本质,a81ca5ea...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,14:38:17,2024,0:14,14.24,好诗,fe4e39d6...,白色,#FFFFFF,滚动弹幕,正常,2
2024/10/28,14:30:36,2024,7:09,429.92,看透皇帝本质,42fd26f8...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,14:23:25,2024,7:10,430.25,看透皇帝本质,3ba1e251...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,14:15:31,2024,7:11,431.17,看透皇帝本质,8b604003...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,13:41:39,2024,7:08,428.9,看透皇帝本质,77537d1d...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,12:55:14,2024,7:11,431.96,看透皇帝本质,ecbe6106...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,12:23:46,2024,7:08,428.53,看透皇帝本质,25268195...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,12:16:52,2024,7:08,428.47,看透皇帝本质,d3604575...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:55:30,2024,7:09,429.7,看透皇帝本质,df34929c...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:32:52,2024,7:11,431.7,自身的傲气,917e1248...,白色,#FFFFFF,滚动弹幕,正常,5
2024/10/28,11:26:39,2024,7:12,432.05,看透皇帝本质,b6a4161f...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:26:22,2024,7:11,431.62,看透皇帝本质,29d8795d...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,11:03:02,2024,7:08,428.42,看透皇帝本质,f4cd505a...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,10:56:20,2024,7:11,431.68,看透皇帝本质,f6fa6571...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,10:20:16,2024,10:23,623.5,守护最好的眉姐姐,df955202...,白色,#FFFFFF,滚动弹幕,正常,8
2024/10/28,9:58:16,2024,7:09,429.67,看透皇帝本质,d8b484fc...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,9:24:31,2024,7:09,429.21,看透皇帝本质,4f9ab577...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/28,0:09:05,2024,7:09,429.93,看透皇帝本质,486ecba1...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,23:44:55,2024,7:10,430.61,看透皇帝本质,5d81e0dd...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,23:09:04,2024,7:11,431.31,看透皇帝本质,ec0d56b7...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,22:35:27,2024,7:12,432.16,看透皇帝本质,d8478f8e...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,22:32:50,2024,11:48,708.99,哈哈哈哈,5fbde75e...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/27,18:59:30,2024,14:19,859.18,谁都一样,304639e1...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/27,18:08:43,2024,2:01,121.34,哈哈哈哈哈哈,6b8514a8...,白色,#FFFFFF,滚动弹幕,正常,6
2024/10/27,16:41:31,2024,0:19,19.39,皇上最爱的恐怕是你逍妃,c8d36d9...,白色,#FFFFFF,滚动弹幕,正常,11
2024/10/27,11:52:12,2024,11:58,718.01,C位小宫女 一脸不屑,4c92b180...,白色,#FFFFFF,滚动弹幕,正常,10
2024/10/27,11:32:31,2024,2:19,139.33,5,1755f81e...,白色,#FFFFFF,滚动弹幕,正常,1
2024/10/27,1:47:07,2024,1:56,116.2,是吗，接生婆不是也可以罚款吗，恼什么,bb530b1a...,白色,#FFFFFF,滚动弹幕,正常,18
2024/10/26,22:32:49,2024,5:12,312.58,有意思,1f738d13...,白色,#FFFFFF,滚动弹幕,正常,3
2024/10/26,22:25:16,2024,9:38,578.72,就是那个求子汤啊,b8cda8b7...,白色,#FFFFFF,滚动弹幕,正常,8
2024/10/26,20:27:43,2024,13:27,807.49,安陵容应该也是死心的，尤其是甄嬛得宠的时候,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,21
2024/10/26,20:25:47,2024,11:44,704.83,这橘猫惬意的小表情。。hhh,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,14
2024/10/26,20:14:01,2024,2:28,148.5,恭喜主儿！,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,5
2024/10/26,20:11:05,2024,0:05,5.69,“莫哀”,18dffbb...,白色,#FFFFFF,滚动弹幕,正常,4
2024/10/26,20:07:46,2024,0:05,5.81,豪诗！,4b4a5605...,白色,#FFFFFF,滚动弹幕,正常,3
2025/2/26,11:47:39,2025,9:56,596.19,蒋欣演技封神,e1bfbfde...,白色,#FFFFFF,滚动弹幕,正常,6
2025/3/13,15:10:43,2025,1:35,95.99,皇后：嗨害嗨！来了昂,cbb6969e...,白色,#FFFFFF,滚动弹幕,正常,10
2025/6/16,22:45:35,2025,12:27,747.68,吃亏在没见过纯元,c913d455...,白色,#FFFFFF,滚动弹幕,正常,8
2025/3/21,12:16:54,2025,14:30,870.83,蒋欣演得好,a473c6f0...,白色,#FFFFFF,滚动弹幕,正常,5
2025/8/20,22:38:47,2025,14:50,890.3,华妃曾经也是个明媚的少女啊！被皇帝这个老登害得,f37d9082...,白色,#FFFFFF,滚动弹幕,正常,23
2025/6/9,23:57:14,2025,8:24,504.47,华妃真的是爱皇上爱到自己骗自己,7ab32f5e...,白色,#FFFFFF,滚动弹幕,正常,15
2025/3/23,17:45:25,2025,12:32,752.79,欣姐的原声和演技太牛了,659599fd...,白色,#FFFFFF,滚动弹幕,正常,11
2025/3/10,17:43:04,2025,17:07,1027.03,珠翠的声音真好听,dd54e3c8...,白色,#FFFFFF,滚动弹幕,正常,8
2025/3/8,0:22:32,2025,8:03,483.49,和最开始，甄嬛“以色事他人，能得几时好”对应上了，她当时就没再嘲讽华妃,7abaa6ed...,亮黄色,#FEF102,滚动弹幕,正常,35
2025/2/25,0:53:55,2025,9:39,579.94,其实就是恃宠而骄嘛,6cd5ab52...,白色,#FFFFFF,滚动弹幕,正常,9
2025/7/12,23:26:11,2025,0:53,53.39,眉姐姐不愧也是将门之女，好血性,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,15
2025/4/24,23:36:17,2025,14:00,840.06,我当时看到这才发现皇上也好狠毒,f67f2514...,白色,#FFFFFF,滚动弹幕,正常,15
2025/7/13,0:04:26,2025,11:38,698.64,端妃是替皇上背锅的,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,9
2025/4/24,23:32:52,2025,10:33,633.53,年世兰和皇后都是太爱皇上了 甄嬛不会陷得那么深,f67f2514...,白色,#FFFFFF,滚动弹幕,正常,23
2025/3/29,21:06:48,2025,15:08,908.11,这个一瞬间的眼神，鸡皮疙瘩出来了,276b6e7c...,白色,#FFFFFF,滚动弹幕,正常,16
2025/3/17,19:57:58,2025,10:25,625.44,只能说蒋欣演的真好，令人动容,91ba3d82...,白色,#FFFFFF,滚动弹幕,正常,14
2025/7/21,13:07:08,2025,11:55,715.5,让一个孕妇烈日下跪一个小时，然后说没有要杀她的孩子。。。,b31fcd9d...,白色,#FFFFFF,滚动弹幕,正常,28
2025/6/10,0:03:38,2025,13:16,796.73,欢宜香：我还是扛下了所有,7ab32f5e...,白色,#FFFFFF,滚动弹幕,正常,12
2025/2/24,20:26:38,2025,11:11,671.12,这里的台词有问题，那时候大胖橘还没当皇帝，说生下皇子岂非谋逆,7c63a185...,白色,#FFFFFF,滚动弹幕,正常,30
2025/8/30,3:38:04,2025,13:07,787.31,其实是欢宜香+舒痕胶+烈日罚跪三重因素导致的,4f1cb579...,白色,#FFFFFF,滚动弹幕,正常,22
2025/8/13,19:17:11,2025,13:02,782.78,其实是舒痕胶害的,328b943...,白色,#FFFFFF,滚动弹幕,正常,8
2025/7/23,23:05:57,2025,9:27,567.36,蒋欣和孙俪这段对手戏是真好看啊,928740fd...,白色,#FFFFFF,滚动弹幕,正常,15
2025/7/13,0:16:58,2025,17:46,1066.46,端妃最后是皇贵妃呢，真是给了温宜一个好前程了,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,22
2025/7/13,0:02:32,2025,10:02,602.8,这是解说，想看完整的得看电视剧呢,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,16
2025/3/23,6:22:25,2025,11:04,664.19,这点加解说很没必要,93c19db6...,白色,#FFFFFF,滚动弹幕,正常,9
2025/3/13,15:29:24,2025,18:59,1139.96,预言家刀了,cbb6969e...,白色,#FFFFFF,滚动弹幕,正常,5
2025/3/12,14:09:45,2025,11:14,674.37,请问这里的了然是指什么，这个时候甄嬛不是已经知道所有的事情了吗,cb87376a...,白色,#FFFFFF,滚动弹幕,正常,31
2025/3/12,12:11:07,2025,15:04,904.66,演得好,74797fa6...,白色,#FFFFFF,滚动弹幕,正常,3
2025/8/11,19:31:43,2025,14:36,876.22,看一次哭一次，演得太好了,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,12
2025/5/4,3:38:10,2025,14:58,898.6,什么皇家后宫，分明就是吃人魔窟！,92785a99...,白色,#FFFFFF,滚动弹幕,正常,16
2025/3/7,20:18:14,2025,12:39,759.81,坏死了,1b8d1af7...,白色,#FFFFFF,滚动弹幕,正常,3
2025/11/8,10:22:40,2025,8:58,538.99,皇后才是王者 鹬蚌相争渔翁得利,51d15930...,白色,#FFFFFF,滚动弹幕,正常,15
2025/11/5,21:46:34,2025,11:57,717.95,因为华妃觉得这只是意外，从主观层面上她没有主动去打甄嬛的胎，所以她才会这么说,cdd41340...,白色,#FFFFFF,滚动弹幕,正常,38
2025/10/28,10:47:47,2025,11:21,681.16,不是谋逆，是华妃在暗示胖橘，年羹尧会助他拿到皇位，第一个生下孩子的亲王登基几率也大一点,70be3b99...,白色,#FFFFFF,滚动弹幕,正常,43
2025/9/25,13:03:30,2025,15:14,914.07,绝望了,90691bd6...,白色,#FFFFFF,滚动弹幕,正常,3
2025/8/20,8:56:21,2025,9:52,592.28,年羹尧可不止夺嫡，能平定天下的大将，就是自己作死，妹妹也一样自己作死,17cdfb1b...,白色,#FFFFFF,滚动弹幕,正常,34
2025/8/11,19:33:09,2025,14:30,870.93,成也年家拜也年家,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,8
2025/8/11,19:23:19,2025,12:25,745.47,都是可怜人，哪怕做了再多坏事，临了还是恨不起来,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,23
2025/8/2,12:59:22,2025,13:32,812.29,那害死嬛嬛的孩子追根到底也是大橘啊,fcf0c3e1...,白色,#FFFFFF,滚动弹幕,正常,17
2025/7/31,17:48:18,2025,11:38,698.02,端妃是被利用的,70c8034...,白色,#FFFFFF,滚动弹幕,正常,7
2025/6/21,8:16:29,2025,8:26,506.79,华妃口口声声说爱皇上，却为了自己的宠爱，不惜卖官鬻爵，她作为官宦之女，她会不知道这里面的危害，这是爱的表现？她只爱皇上对她的宠爱罢了。,8f26e3a4...,白色,#FFFFFF,滚动弹幕,正常,67
2025/4/12,20:14:02,2025,5:10,310.71,华贵妃要没了,b75c74ac...,白色,#FFFFFF,滚动弹幕,正常,6
2025/3/10,17:35:28,2025,9:55,595.75,就不能让我们好好享受一段完整的表演吗,dd54e3c8...,白色,#FFFFFF,滚动弹幕,正常,18
2025/2/26,17:44:43,2025,9:30,570.72,你不是去伺候邬思道了嘛,ace6ddac...,白色,#FFFFFF,滚动弹幕,正常,11
2025/11/3,1:58:28,2025,15:17,917.88,晚安，华妃娘娘,54bd541f...,白色,#FFFFFF,滚动弹幕,正常,7
2025/10/31,3:39:35,2025,16:40,1000.08,错了，端妃这个高段位的玩家怎么会不明白缘由呢？要知道端妃最后可是赢得了温宜公主的人,bec0a2b3...,白色,#FFFFFF,滚动弹幕,正常,41
2025/10/28,0:01:32,2025,8:40,520.14,华妃 皇后 甄嬛其实都是悲剧人物,916bb012...,白色,#FFFFFF,滚动弹幕,正常,16
2025/10/19,18:26:42,2025,14:08,848.15,不狠毒怎么能上位当皇帝。。,9f2fcc81...,白色,#FFFFFF,滚动弹幕,正常,13
2025/10/18,13:12:19,2025,17:34,1054.64,格格吧,ebc259f8...,白色,#FFFFFF,滚动弹幕,正常,3
2025/10/17,12:28:00,2025,1:27,87.05,眉庄的台词功底比华妃还是差远了,eddccd12...,白色,#FFFFFF,滚动弹幕,正常,15
2025/10/5,18:28:31,2025,15:13,913.24,恭送华妃娘娘,8c11d113...,白色,#FFFFFF,滚动弹幕,正常,6
2025/10/2,16:52:54,2025,15:51,951.02,真的好像谁都错了，也好像谁都没错,7ea77201...,白色,#FFFFFF,滚动弹幕,正常,16
2025/10/2,16:50:18,2025,13:41,821.96,是安陵容,7ea77201...,白色,#FFFFFF,滚动弹幕,正常,4
2025/9/26,13:30:15,2025,6:46,406.2,蒋欣这场戏一遍过,90e3b510...,白色,#FFFFFF,滚动弹幕,正常,8
2025/9/25,13:05:31,2025,17:08,1028.06,好大的耳朵啊！,90691bd6...,白色,#FFFFFF,滚动弹幕,正常,7
2025/9/9,11:50:51,2025,10:07,607.82,那你去看电视剧不就得了，看什么解说啊,1d35d9ff...,白色,#FFFFFF,滚动弹幕,正常,18
2025/8/24,17:02:49,2025,17:40,1060.44,后来自己的女儿也被夺，怎么不算报应,86304cad...,白色,#FFFFFF,滚动弹幕,正常,17
2025/8/2,9:00:51,2025,20:02,1202.45,甄远道说这玩意干啥，闲出屁了，是不是飘了？找死！,203136b...,白色,#FFFFFF,滚动弹幕,正常,24
2025/7/26,17:30:58,2025,12:51,771.96,要来了，要来了,d44b06c8...,白色,#FFFFFF,滚动弹幕,正常,7
2025/6/28,14:32:28,2025,9:44,584.99,皇帝夺嫡需要年家，用完就鸟尽弓藏罢了,bef20fce...,白色,#FFFFFF,滚动弹幕,正常,18
2025/6/6,10:54:16,2025,10:08,608.51,所以封建男权就该死,41d88218...,白色,#FFFFFF,滚动弹幕,正常,9
2025/5/8,19:49:09,2025,15:10,910.14,这里嬛嬛真没接住戏,62e3c130...,白色,#FFFFFF,滚动弹幕,正常,9
2025/4/25,13:39:40,2025,17:45,1065.34,确实,f67f2514...,白色,#FFFFFF,滚动弹幕,正常,2
2025/4/24,23:34:08,2025,11:32,692.7,？？？？端妃害年世兰在前啊,f67f2514...,白色,#FFFFFF,滚动弹幕,正常,13
2025/4/12,20:28:18,2025,17:17,1037.5,孙俪：襄嫔是被她的宫女下毒下死的。,b75c74ac...,白色,#FFFFFF,滚动弹幕,正常,17
2025/4/12,20:24:18,2025,15:06,906.54,没了,b75c74ac...,白色,#FFFFFF,滚动弹幕,正常,2
2025/3/23,17:25:21,2025,3:09,189.34,杀人诛心来了,3e78522c...,白色,#FFFFFF,滚动弹幕,正常,6
2025/3/10,17:41:00,2025,15:15,915.15,花一样的女子到了皇帝身边都得香消玉殒，该杀！,dd54e3c8...,白色,#FFFFFF,滚动弹幕,正常,22
2025/3/10,17:22:48,2025,13:27,807.29,老登才是罪魁祸首,a8a7eaab...,白色,#FFFFFF,滚动弹幕,正常,8
2025/2/26,19:10:42,2025,5:00,300.16,华妃娘娘声音条件真好啊,54febf2b...,白色,#FFFFFF,滚动弹幕,正常,11
2024/8/10,12:42:13,2024,7:42,462.88,所以后面想明白了才有了“这个莞字不好”,4d4df73d...,白色,#FFFFFF,滚动弹幕,正常,19
2024/8/10,13:40:06,2024,6:49,409.99,之前看就感觉大橘这里是恼羞成怒，根本不是生甄嬛的气,2d6508f...,白色,#FFFFFF,滚动弹幕,正常,25
2024/8/9,22:51:08,2024,7:12,432.26,他就是因为没有把甄嬛认出来，才发现自己已经渐渐忘了纯元，接纳甄嬛了，所以他破防了,466991e2...,白色,#FFFFFF,滚动弹幕,正常,40
2024/8/10,8:46:02,2024,8:48,528.97,这里大橘真的有一种少年人的冲动，演的好好,466991e2...,白色,#FFFFFF,滚动弹幕,正常,20
2024/8/9,22:35:44,2024,6:11,371.06,好久没看见少爷这样笑了,142e023...,白色,#FFFFFF,顶部弹幕,正常,11
2024/8/9,23:00:12,2024,2:19,139.3,果郡王：今天怎么又登录不上了~~,85a2a8c7...,其他颜色,#00CD00,顶部弹幕,正常,16
2024/8/10,16:14:16,2024,2:27,147.55,我猜测大橘和嬛嬛初见cos果郡王的原因其实是因为他想听嬛嬛叫他王爷，就和当初纯元入王府时一样，真是沉浸式莞莞类卿,bb2fc530...,白色,#FFFFFF,滚动弹幕,正常,56
2024/8/9,21:50:13,2024,8:34,514.04,这里太后是真吓到了,466991e2...,白色,#FFFFFF,滚动弹幕,正常,9
2024/8/10,9:30:33,2024,2:02,122.98,纯天然手办,466991e2...,白色,#FFFFFF,滚动弹幕,正常,5
2024/8/10,17:45:06,2024,2:06,126.19,最重要的是更年轻貌美，更不费功夫就能得到,ebdd574e...,白色,#FFFFFF,滚动弹幕,正常,20
2024/8/9,21:50:38,2024,8:39,519.79,这个镜头剪的太好了！他坐回去，而她离开了,466991e2...,白色,#FFFFFF,滚动弹幕,正常,20
2024/8/10,9:42:19,2024,3:22,202.18,似乎年岁不大对…………,466991e2...,白色,#FFFFFF,滚动弹幕,正常,11
2024/8/10,15:06:14,2024,7:28,448.37,大橘也在这个时候恶补与纯元的回忆，他不明白自己的内心,1dbb6201...,白色,#FFFFFF,滚动弹幕,正常,26
2024/8/10,8:37:27,2024,3:30,210.19,如果甄嬛落选，说不定遇到果郡王两人也能一生一世,466991e2...,白色,#FFFFFF,滚动弹幕,正常,23
2024/8/9,21:49:11,2024,7:53,473.45,她该多难过呢唉,466991e2...,白色,#FFFFFF,滚动弹幕,正常,7
2024/8/11,5:16:01,2024,6:57,417.85,“在你眼中我是谁”,a2c3ad72...,白色,#FFFFFF,滚动弹幕,正常,9
2024/8/10,22:38:34,2024,7:22,442.46,太后的话原来是这个意思,466991e2...,白色,#FFFFFF,滚动弹幕,正常,11
2024/8/9,21:48:45,2024,7:35,455.34,对，困住的是甄嬛,466991e2...,白色,#FFFFFF,滚动弹幕,正常,8
2024/8/11,21:38:26,2024,0:05,5.01,鸟嬛仙品,5133a001...,白色,#FFFFFF,滚动弹幕,正常,4
2024/8/10,15:10:39,2024,9:04,544.27,大橘在禅房里，指出甄嬛的错是离宫时的任性倔犟。大橘在甄嬛产子之后就原谅她了。,1dbb6201...,白色,#FFFFFF,滚动弹幕,正常,38
2024/8/12,13:55:32,2024,5:10,310.05,两人都爱过对方，但没有相爱过,656292f0...,白色,#FFFFFF,顶部弹幕,正常,14
2024/8/10,3:51:52,2024,8:58,538.55,然而在这间禅房大橘仍然认为是甄嬛的错up也像写诗歌颂唐明皇和杨贵妃爱情的人一样自作多情,9860e89a...,白色,#FFFFFF,滚动弹幕,正常,43
2024/8/9,22:46:03,2024,7:02,422.95,逻辑很有道理 大橘的确是气自己 但这里大橘就是以为后面是纯元啊 ,80fc422d...,白色,#FFFFFF,滚动弹幕,正常,32
2024/8/10,14:36:33,2024,8:54,534.11,爱有时差,cf974420...,白色,#FFFFFF,滚动弹幕,正常,4
2024/8/9,22:52:30,2024,8:22,502.94,爱过，但没相爱过,466991e2...,白色,#FFFFFF,滚动弹幕,正常,8
2024/8/9,22:42:24,2024,4:45,285.14,那年杏花微雨 你说你是舞法天女,930a2d9...,其他颜色,#00CD00,顶部弹幕,正常,15
2024/8/10,11:05:32,2024,6:39,399.02,我去！这角度绝了！我就说他俩感情不至于这么生气吧！,4cba4c0e...,白色,#FFFFFF,滚动弹幕,正常,25
2024/8/9,21:34:45,2024,1:39,99.77,真的好狠！不愧是帝王,466991e2...,白色,#FFFFFF,滚动弹幕,正常,10
2024/8/10,23:59:01,2024,4:56,296.36,橘橘类果了,dac55a8e...,白色,#FFFFFF,滚动弹幕,正常,5
2024/8/10,3:19:22,2024,8:28,508.78,错峰相爱,877f0e96...,白色,#FFFFFF,滚动弹幕,正常,4
2024/8/9,21:33:42,2024,1:13,73.86,四大爷某种程度上是个君子,466991e2...,白色,#FFFFFF,滚动弹幕,正常,12
2024/8/15,20:33:03,2024,4:43,283.33,真的 她待字闺中的时候真的对果郡王很有好感 所以真的是错位了,3b7756a...,白色,#FFFFFF,滚动弹幕,正常,30
2024/8/10,14:42:00,2024,3:11,191.42,是啊，一开始就以为是果郡王,c05231d4...,白色,#FFFFFF,滚动弹幕,正常,13
2024/8/10,9:41:14,2024,2:35,155.66,这个以前下架了，我以前超爱这期，百万播放，终于回来了好后悔没下载,466991e2...,白色,#FFFFFF,滚动弹幕,正常,32
2024/8/10,8:32:45,2024,1:42,102.83,但大橘本来也就是皇上，杀伐决断是应该的,466991e2...,白色,#FFFFFF,滚动弹幕,正常,19
2024/8/10,8:34:05,2024,2:22,142.95,果子狸：你的账号异地登陆,466991e2...,白色,#FFFFFF,滚动弹幕,正常,12
2024/8/10,14:48:20,2024,8:12,492.94,对呀，把长相思带走了，那是最初待嫁闺中时候的“果郡王”,c05231d4...,白色,#FFFFFF,滚动弹幕,正常,27
2024/8/10,0:37:52,2024,5:34,334.93,真像啊，连我都恍惚了一下,8f2d39ec...,白色,#FFFFFF,滚动弹幕,正常,12
2024/8/10,8:30:24,2024,0:43,43.67,唉，为人替身，太苦了了这一生,466991e2...,白色,#FFFFFF,滚动弹幕,正常,14
2024/8/9,22:40:49,2024,5:18,318.87,怎么会不爱呢，只是恰好错过，没相爱过,7ce660d5...,其他颜色,#FE0302,滚动弹幕,正常,18
2024/8/12,2:40:34,2024,0:27,27.65,实质上是皇权毁灭了这对姐妹，并以死亡与仇恨作为代价,50388e41...,白色,#FFFFFF,滚动弹幕,正常,25
2024/8/10,8:15:38,2024,7:44,464.6,天啊太心疼甄嬛了，真就无妄之灾,def6a180...,白色,#FFFFFF,滚动弹幕,正常,15
2024/8/10,14:43:23,2024,7:06,426.65,是的，我也觉得纯元故衣只不过扯碎了皇帝对自己立的人设，所以他才恼羞成怒,74f0c9cb...,白色,#FFFFFF,滚动弹幕,正常,35
2024/8/9,22:53:39,2024,9:12,552.63,百万文案！,466991e2...,白色,#FFFFFF,滚动弹幕,正常,5
2024/8/10,0:11:00,2024,6:30,390.54,在你眼中我是谁,cc4cf417...,深红色,#E70012,顶部弹幕,正常,7
2024/8/25,16:06:42,2024,7:23,443.82,皇帝出这口气的代价太大了，甄嬛全家人去宁古塔，并在甄嬛怀孕的时候冷战，一定会分崩离析。,ce418560...,白色,#FFFFFF,滚动弹幕,正常,43
2024/8/16,13:23:42,2024,7:46,466.31,他想明白了之后对甄嬛各种纵容，但是甄嬛不爱了,a71a2aad...,白色,#FFFFFF,滚动弹幕,正常,22
2024/8/10,8:39:29,2024,4:48,288.68,终于明白为什么这么说了,466991e2...,白色,#FFFFFF,滚动弹幕,正常,11
2024/8/10,8:35:47,2024,2:50,170.82,因为过了一遍热水呗,466991e2...,白色,#FFFFFF,滚动弹幕,正常,9
2024/8/15,15:39:30,2024,0:18,18.83,真正的官配是眉嬛,d3d3cc81...,其他颜色,#E2027F,滚动弹幕,正常,8
2024/8/10,17:47:02,2024,2:50,170.21,人都死了，他弥补的不是纯元，是他自己,ebdd574e...,白色,#FFFFFF,滚动弹幕,正常,18
2024/8/10,12:56:39,2024,4:47,287.77,第一次看到一位解说把这个环说清楚了 爱死！,cca9f123...,白色,#FFFFFF,滚动弹幕,正常,21
2024/8/10,0:39:31,2024,4:37,277.89,很多年后其实也不过十年间，真是大起大落起起起的人生,ae29c5bd...,白色,#FFFFFF,滚动弹幕,正常,25
2024/8/11,19:16:51,2024,3:58,238.4,哈哈哈哈曹雪芹说我是男的，且是写小说的不是演员,72efc4e8...,白色,#FFFFFF,滚动弹幕,正常,23
2024/8/10,8:37:59,2024,3:50,230.44,曹雪芹这个演员演的真好啊,466991e2...,白色,#FFFFFF,滚动弹幕,正常,12
2024/8/9,21:49:28,2024,7:58,478.18,心疼嬛嬛,466991e2...,白色,#FFFFFF,滚动弹幕,正常,4
